"","Üniversite.Adı","Engel.Türü","Üniversite.Türü","İl.Adı","Erkek","Kadın","yil"
"1603","ANADOLU ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","ESKİŞEHİR",1,0,"2016"
"1604","ANADOLU ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ESKİŞEHİR",2234,1277,"2016"
"1605","ANADOLU ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ESKİŞEHİR",1910,840,"2016"
"1606","ANADOLU ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ESKİŞEHİR",64,64,"2016"
"1607","ANADOLU ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ESKİŞEHİR",30,29,"2016"
"1608","ANKARA ÜNİVERSİTESİ","DİĞER","DEVLET","ANKARA",25,13,"2016"
"1609","ANKARA ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ANKARA",2,2,"2016"
"1610","ANKARA ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ANKARA",2,0,"2016"
"1611","ANKARA ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ANKARA",4,0,"2016"
"1612","ARDAHAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ARDAHAN",3,2,"2016"
"1613","ARDAHAN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ARDAHAN",1,0,"2016"
"1614","ARDAHAN ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","ARDAHAN",1,0,"2016"
"1615","ARTVİN ÇORUH ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ARTVİN",3,2,"2016"
"1616","ARTVİN ÇORUH ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ARTVİN",2,1,"2016"
"1617","BAHÇEŞEHİR ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","İSTANBUL",0,1,"2016"
"1618","BALIKESİR ÜNİVERSİTESİ","DİĞER","DEVLET","BALIKESİR",2,3,"2016"
"1619","BALIKESİR ÜNİVERSİTESİ","DİKKAT EKSİKLİĞİ (HİPERAKTİF)","DEVLET","BALIKESİR",5,4,"2016"
"1620","BALIKESİR ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","BALIKESİR",0,1,"2016"
"1621","BALIKESİR ÜNİVERSİTESİ","GEÇİCİ
  YETERSİZLİKLERİ OLANLAR","DEVLET","BALIKESİR",0,1,"2016"
"1622","BALIKESİR ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","BALIKESİR",4,2,"2016"
"1623","BALIKESİR ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","BALIKESİR",8,3,"2016"
"1624","BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","BALIKESİR",1,0,"2016"
"1625","BARTIN ÜNİVERSİTESİ","DİĞER","DEVLET","BARTIN",5,1,"2016"
"1626","BARTIN ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","BARTIN",2,0,"2016"
"1627","BARTIN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","BARTIN",2,2,"2016"
"1628","BARTIN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","BARTIN",5,4,"2016"
"1629","BARTIN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","BARTIN",1,0,"2016"
"1630","BARTIN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","BARTIN",2,9,"2016"
"1631","BAŞKENT ÜNİVERSİTESİ","DİĞER","VAKIF","ANKARA",0,1,"2016"
"1632","BAŞKENT ÜNİVERSİTESİ","DİKKAT EKSİKLİĞİ (HİPERAKTİF)","VAKIF","ANKARA",1,0,"2016"
"1633","BAŞKENT ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","ANKARA",3,2,"2016"
"1634","BAŞKENT ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","ANKARA",2,0,"2016"
"1635","BAŞKENT ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","ANKARA",1,1,"2016"
"1636","BATMAN ÜNİVERSİTESİ","DİĞER","DEVLET","BATMAN",9,1,"2016"
"1637","BATMAN ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","BATMAN",1,0,"2016"
"1638","BATMAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","BATMAN",8,2,"2016"
"1639","BATMAN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","BATMAN",6,2,"2016"
"1640","BATMAN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","BATMAN",3,0,"2016"
"1641","BATMAN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","BATMAN",6,0,"2016"
"1642","BATMAN ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","BATMAN",0,1,"2016"
"1643","BATMAN ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","BATMAN",1,0,"2016"
"1644","BAYBURT ÜNİVERSİTESİ","DİĞER","DEVLET","BAYBURT",2,2,"2016"
"1645","BEYKENT ÜNİVERSİTESİ","DİĞER","VAKIF","İSTANBUL",1,1,"2016"
"1646","BEYKENT ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","VAKIF","İSTANBUL",1,0,"2016"
"1647","BEYKENT ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",2,1,"2016"
"1648","BEYKENT ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",0,2,"2016"
"1649","BEYKENT ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",1,1,"2016"
"1650","BEYKENT ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","VAKIF","İSTANBUL",0,2,"2016"
"1651","BEZM-İ ÂLEM VAKIF ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",0,1,"2016"
"1652","BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ","DİĞER","DEVLET","BİLECİK",7,3,"2016"
"1653","BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","BİLECİK",1,1,"2016"
"1654","BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","BİLECİK",2,1,"2016"
"1655","BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","BİLECİK",5,6,"2016"
"1656","BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","BİLECİK",3,4,"2016"
"1657","BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","BİLECİK",1,0,"2016"
"1658","BİNGÖL ÜNİVERSİTESİ","ASPERGER VEYA YÜKSEK
  FONKSİYONLU OTİSTİK
  BİREYLER","DEVLET","BİNGÖL",0,1,"2016"
"1659","BİNGÖL ÜNİVERSİTESİ","DİĞER","DEVLET","BİNGÖL",1,2,"2016"
"1660","BİNGÖL ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","BİNGÖL",15,4,"2016"
"1661","BİNGÖL ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","BİNGÖL",3,2,"2016"
"1662","BİNGÖL ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","BİNGÖL",5,0,"2016"
"1663","BİNGÖL ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","BİNGÖL",2,0,"2016"
"1664","BOĞAZİÇİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","İSTANBUL",1,1,"2016"
"1665","BOĞAZİÇİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","İSTANBUL",7,4,"2016"
"1666","BOZOK ÜNİVERSİTESİ","DİĞER","DEVLET","YOZGAT",3,3,"2016"
"1667","BOZOK ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","YOZGAT",1,0,"2016"
"1668","BOZOK ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","YOZGAT",5,1,"2016"
"1669","BOZOK ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","YOZGAT",0,1,"2016"
"1670","BURSA TEKNİK ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","BURSA",1,1,"2016"
"1671","BÜLENT ECEVİT ÜNİVERSİTESİ","DİĞER","DEVLET","ZONGULDAK",1,1,"2016"
"1672","BÜLENT ECEVİT ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","ZONGULDAK",0,1,"2016"
"1673","BÜLENT ECEVİT ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ZONGULDAK",8,4,"2016"
"1674","BÜLENT ECEVİT ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ZONGULDAK",6,2,"2016"
"1675","BÜLENT ECEVİT ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ZONGULDAK",1,4,"2016"
"1676","BÜLENT ECEVİT ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ZONGULDAK",1,0,"2016"
"1677","CELÂL BAYAR ÜNİVERSİTESİ","DİĞER","DEVLET","MANİSA",5,5,"2016"
"1678","CELÂL BAYAR ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","MANİSA",0,2,"2016"
"1679","CELÂL BAYAR ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","MANİSA",13,5,"2016"
"1680","CELÂL BAYAR ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","MANİSA",7,2,"2016"
"1681","CELÂL BAYAR ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","MANİSA",3,0,"2016"
"1682","CELÂL BAYAR ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","MANİSA",10,6,"2016"
"1683","CELÂL BAYAR ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","MANİSA",0,4,"2016"
"1684","CELÂL BAYAR ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","MANİSA",0,1,"2016"
"1685","CUMHURİYET ÜNİVERSİTESİ","DİĞER","DEVLET","SİVAS",100,151,"2016"
"1686","CUMHURİYET ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","SİVAS",2,0,"2016"
"1687","CUMHURİYET ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","SİVAS",166,90,"2016"
"1688","CUMHURİYET ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","SİVAS",51,38,"2016"
"1689","CUMHURİYET ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","SİVAS",15,21,"2016"
"1690","ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ","DİĞER","DEVLET","ÇANAKKALE",4,2,"2016"
"1691","ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ÇANAKKALE",10,6,"2016"
"1692","ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ÇANAKKALE",10,4,"2016"
"1693","ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ÇANAKKALE",4,0,"2016"
"1694","ÇANKAYA ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","ANKARA",3,3,"2016"
"1695","ÇANKAYA ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","ANKARA",3,1,"2016"
"1696","ÇANKAYA ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","ANKARA",3,2,"2016"
"1697","ÇANKIRI KARATEKİN ÜNİVERSİTESİ","DİĞER","DEVLET","ÇANKIRI",1,1,"2016"
"1698","ÇANKIRI KARATEKİN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ÇANKIRI",2,1,"2016"
"1699","ÇANKIRI KARATEKİN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ÇANKIRI",3,4,"2016"
"1700","ÇANKIRI KARATEKİN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ÇANKIRI",2,0,"2016"
"1701","ÇANKIRI KARATEKİN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ÇANKIRI",5,0,"2016"
"1702","ÇUKUROVA ÜNİVERSİTESİ","DİĞER","DEVLET","ADANA",6,1,"2016"
"1703","DİCLE ÜNİVERSİTESİ","DİĞER","DEVLET","DİYARBAKIR",5,0,"2016"
"1704","DİCLE ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","DİYARBAKIR",13,2,"2016"
"1705","DİCLE ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","DİYARBAKIR",5,1,"2016"
"1706","DİCLE ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","DİYARBAKIR",9,4,"2016"
"1707","DİCLE ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","DİYARBAKIR",7,0,"2016"
"1708","DİCLE ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","DİYARBAKIR",1,0,"2016"
"1709","DOĞUŞ ÜNİVERSİTESİ","ASPERGER VEYA YÜKSEK
  FONKSİYONLU OTİSTİK
  BİREYLER","VAKIF","İSTANBUL",2,0,"2016"
"1710","DOĞUŞ ÜNİVERSİTESİ","DİĞER","VAKIF","İSTANBUL",1,2,"2016"
"1711","DOĞUŞ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",3,9,"2016"
"1712","DOĞUŞ ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",1,1,"2016"
"1713","DOĞUŞ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",2,3,"2016"
"1714","DOĞUŞ ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","İSTANBUL",15,16,"2016"
"1715","DOKUZ EYLÜL ÜNİVERSİTESİ","DİĞER","DEVLET","İZMİR",18,7,"2016"
"1716","DOKUZ EYLÜL ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","İZMİR",2,0,"2016"
"1717","DOKUZ EYLÜL ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","İZMİR",3,0,"2016"
"1718","DOKUZ EYLÜL ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","İZMİR",2,0,"2016"
"1719","DOKUZ EYLÜL ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","İZMİR",1,0,"2016"
"1720","DUMLUPINAR ÜNİVERSİTESİ","DİĞER","DEVLET","KÜTAHYA",1,1,"2016"
"1721","DUMLUPINAR ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KÜTAHYA",5,2,"2016"
"1722","DUMLUPINAR ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KÜTAHYA",6,1,"2016"
"1723","DUMLUPINAR ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KÜTAHYA",2,2,"2016"
"1724","DUMLUPINAR ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KÜTAHYA",4,1,"2016"
"1725","DUMLUPINAR ÜNİVERSİTESİ","ÖĞRENME GÜÇLÜĞÜ","DEVLET","KÜTAHYA",1,0,"2016"
"1726","DUMLUPINAR ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","KÜTAHYA",2,0,"2016"
"1727","DÜZCE ÜNİVERSİTESİ","DİĞER","DEVLET","DÜZCE",1,0,"2016"
"1728","DÜZCE ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","DÜZCE",7,1,"2016"
"1729","DÜZCE ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","DÜZCE",1,2,"2016"
"1730","DÜZCE ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","DÜZCE",2,1,"2016"
"1731","DÜZCE ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","DÜZCE",4,0,"2016"
"1732","EGE ÜNİVERSİTESİ","ASPERGER VEYA YÜKSEK
  FONKSİYONLU OTİSTİK
  BİREYLER","DEVLET","İZMİR",6,16,"2016"
"1733","EGE ÜNİVERSİTESİ","DİĞER","DEVLET","İZMİR",11,7,"2016"
"1734","EGE ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","İZMİR",14,10,"2016"
"1735","EGE ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","İZMİR",15,15,"2016"
"1736","EGE ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","İZMİR",2,1,"2016"
"1737","EGE ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","İZMİR",5,2,"2016"
"1738","EGE ÜNİVERSİTESİ","ÖĞRENME GÜÇLÜĞÜ","DEVLET","İZMİR",1,1,"2016"
"1739","EGE ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","İZMİR",22,12,"2016"
"1740","ERCİYES ÜNİVERSİTESİ","DİĞER","DEVLET","KAYSERİ",22,7,"2016"
"1741","ERCİYES ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KAYSERİ",3,2,"2016"
"1742","ERCİYES ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KAYSERİ",13,5,"2016"
"1743","ERCİYES ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KAYSERİ",0,3,"2016"
"1744","ERCİYES ÜNİVERSİTESİ","ÖĞRENME GÜÇLÜĞÜ","DEVLET","KAYSERİ",1,0,"2016"
"1745","ERZİNCAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ERZİNCAN",4,0,"2016"
"1746","ERZİNCAN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ERZİNCAN",3,1,"2016"
"1747","ERZİNCAN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ERZİNCAN",0,5,"2016"
"1748","ERZİNCAN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ERZİNCAN",14,10,"2016"
"1749","ERZURUM TEKNİK ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ERZURUM",9,18,"2016"
"1750","ERZURUM TEKNİK ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ERZURUM",1,0,"2016"
"1751","ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ","DİĞER","DEVLET","ESKİŞEHİR",3,0,"2016"
"1752","ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ESKİŞEHİR",6,2,"2016"
"1753","ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ESKİŞEHİR",3,2,"2016"
"1754","ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ESKİŞEHİR",1,0,"2016"
"1755","ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ESKİŞEHİR",1,0,"2016"
"1756","FATİH ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",3,0,"2016"
"1757","FIRAT ÜNİVERSİTESİ","DİĞER","DEVLET","ELAZIĞ",5,0,"2016"
"1758","FIRAT ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","ELAZIĞ",1,1,"2016"
"1759","FIRAT ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ELAZIĞ",7,1,"2016"
"1760","FIRAT ÜNİVERSİTESİ","GEÇİCİ
  YETERSİZLİKLERİ OLANLAR","DEVLET","ELAZIĞ",1,0,"2016"
"1761","FIRAT ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ELAZIĞ",11,0,"2016"
"1762","FIRAT ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ELAZIĞ",2,1,"2016"
"1763","FIRAT ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ELAZIĞ",5,3,"2016"
"1764","FIRAT ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","ELAZIĞ",4,0,"2016"
"1765","FIRAT ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","ELAZIĞ",1,0,"2016"
"1766","GALATASARAY ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","İSTANBUL",1,1,"2016"
"1767","GAZİ ÜNİVERSİTESİ","DİĞER","DEVLET","ANKARA",2,6,"2016"
"1768","GAZİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ANKARA",15,7,"2016"
"1769","GAZİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ANKARA",14,20,"2016"
"1770","GAZİ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ANKARA",6,8,"2016"
"1771","GAZİOSMANPAŞA ÜNİVERSİTESİ","DİĞER","DEVLET","TOKAT",4,1,"2016"
"1772","GAZİOSMANPAŞA ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","TOKAT",8,1,"2016"
"1773","GAZİOSMANPAŞA ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","TOKAT",7,2,"2016"
"1774","GAZİOSMANPAŞA ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","TOKAT",1,1,"2016"
"1775","GAZİOSMANPAŞA ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","TOKAT",1,0,"2016"
"1776","GAZİOSMANPAŞA ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","TOKAT",2,0,"2016"
"1777","GEBZE TEKNİK ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KOCAELİ",3,0,"2016"
"1778","GEBZE TEKNİK ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KOCAELİ",1,1,"2016"
"1779","GİRESUN ÜNİVERSİTESİ","DİĞER","DEVLET","GİRESUN",120,62,"2016"
"1780","GİRESUN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","GİRESUN",1,2,"2016"
"1781","GİRESUN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","GİRESUN",0,1,"2016"
"1782","GİRESUN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","GİRESUN",177,120,"2016"
"1783","GİRESUN ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","GİRESUN",1,0,"2016"
"1784","GÜMÜŞHANE ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","GÜMÜŞHANE",8,5,"2016"
"1785","GÜMÜŞHANE ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","GÜMÜŞHANE",4,0,"2016"
"1786","GÜMÜŞHANE ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","GÜMÜŞHANE",2,2,"2016"
"1787","GÜMÜŞHANE ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","GÜMÜŞHANE",1,0,"2016"
"1788","HACETTEPE ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","ANKARA",2,0,"2016"
"1789","HACETTEPE ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ANKARA",8,6,"2016"
"1790","HACETTEPE ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ANKARA",5,8,"2016"
"1791","HACETTEPE ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ANKARA",5,5,"2016"
"1792","HACETTEPE ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ANKARA",5,1,"2016"
"1793","HACETTEPE ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","ANKARA",1,0,"2016"
"1794","HAKKARİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","HAKKARİ",0,1,"2016"
"1795","HAKKARİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","HAKKARİ",1,0,"2016"
"1796","HAKKARİ ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","HAKKARİ",2,0,"2016"
"1797","HARRAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ŞANLIURFA",7,1,"2016"
"1798","HARRAN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ŞANLIURFA",2,1,"2016"
"1799","HARRAN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ŞANLIURFA",1,0,"2016"
"1800","HASAN KALYONCU ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","GAZİANTEP",4,4,"2016"
"1801","HİTİT ÜNİVERSİTESİ","DİĞER","DEVLET","ÇORUM",41,13,"2016"
"1802","HİTİT ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","ÇORUM",0,1,"2016"
"1803","HİTİT ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ÇORUM",6,2,"2016"
"1804","HİTİT ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ÇORUM",1,1,"2016"
"1805","HİTİT ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ÇORUM",0,2,"2016"
"1806","HİTİT ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ÇORUM",0,1,"2016"
"1807","HİTİT ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","ÇORUM",1,0,"2016"
"1808","HİTİT ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","ÇORUM",4,0,"2016"
"1809","IĞDIR ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","IĞDIR",4,0,"2016"
"1810","IĞDIR ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","IĞDIR",1,0,"2016"
"1811","IŞIK ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",1,0,"2016"
"1812","IŞIK ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",2,1,"2016"
